11	33	WP_093752902.1;WP_100563290.1;WP_065921182.1;WP_132091044.1;WP_030298416.1;WP_082629887.1;WP_145978111.1;WP_010457814.1;WP_165133882.1;WP_090587241.1;WP_272266421.1;WP_182322668.1;WP_090981492.1;WP_100563281.1;WP_068472473.1;WP_110110679.1;WP_005959640.1;WP_007863784.1;WP_248258578.1;WP_030863583.1;WP_216657192.1;WP_188613137.1;WP_264292502.1;WP_232237370.1;WP_142118885.1;WP_046226364.1;WP_134700470.1;WP_054447663.1;WP_057867683.1;WP_164124696.1;WP_150449078.1;WP_228723270.1;WP_077609843.1
12	31	WP_099664127.1;WP_031444007.1;WP_206225528.1;WP_118511481.1;WP_221660843.1;WP_082744921.1;WP_232439261.1;WP_084217961.1;WP_257800628.1;WP_146091720.1;WP_004274708.1;WP_080689327.1;WP_038075020.1;WP_276576853.1;WP_196734383.1;WP_055050362.1;WP_104617619.1;WP_197503975.1;WP_066358447.1;WP_158605951.1;WP_063517480.1;WP_124315228.1;WP_234498794.1;WP_279262685.1;WP_021424758.1;WP_056320114.1;WP_149764842.1;WP_152378283.1;WP_103409024.1;WP_285056140.1;WP_159512593.1
13	30	WP_046237067.1;WP_135809300.1;WP_029505322.1;WP_180043203.1;WP_035312316.1;WP_269185463.1;WP_155430824.1;WP_064079681.1;WP_099301296.1;WP_201781770.1;WP_253401211.1;WP_235070494.1;WP_274278410.1;WP_014553287.1;WP_070190165.1;WP_137769588.1;WP_054760928.1;WP_188491437.1;WP_264612885.1;WP_224575467.1;WP_116545440.1;WP_042521818.1;WP_284785843.1;WP_188491427.1;WP_242783358.1;WP_177086807.1;WP_022425935.1;WP_162346505.1;WP_011667141.1;WP_090587240.1
14	28	WP_005764714.1;WP_192838607.1;WP_001210016.1;WP_054744570.1;WP_287882950.1;WP_126791234.1;WP_031589647.1;WP_099301297.1;WP_166010031.1;WP_187385615.1;WP_276650550.1;WP_193633401.1;WP_096039489.1;WP_058257944.1;WP_137225979.1;WP_054690611.1;WP_112768276.1;WP_065108728.1;WP_144973287.1;WP_161832155.1;WP_058257943.1;WP_027871029.1;WP_235086271.1;WP_289585383.1;WP_283106543.1;WP_279773999.1;WP_128749652.1;WP_063284621.1
15	24	WP_025624304.1;WP_000944877.1;WP_032063641.1;WP_199160675.1;WP_133711400.1;WP_133338953.1;WP_058404840.1;WP_212809880.1;WP_091195489.1;WP_048694382.1;WP_147611003.1;WP_218415130.1;WP_263269252.1;WP_100019021.1;WP_161675182.1;WP_050536696.1;WP_265724497.1;WP_024593201.1;WP_020618620.1;WP_080660166.1;WP_172791580.1;WP_014598311.1;WP_275276080.1
16	24	WP_007863783.1;WP_216412510.1;WP_216426760.1;WP_139468591.1;WP_040351216.1;WP_026503074.1;WP_263716817.1;WP_115621325.1;WP_130780992.1;WP_147755618.1;WP_046226368.1;WP_035293306.1;WP_227621485.1;WP_262096329.1;WP_284593939.1;WP_054670086.1;WP_255878124.1;WP_028662518.1;WP_136321765.1;WP_270368339.1;WP_023388136.1;WP_284593938.1;WP_167150637.1;WP_056996561.1
17	23	WP_025324731.1;WP_041092192.1;WP_262096331.1;WP_121440114.1;WP_279056262.1;WP_188491432.1;WP_163051457.1;WP_037184915.1;WP_190934411.1;WP_178956281.1;WP_005333728.1;WP_262096332.1;WP_038875124.1;WP_076703737.1;WP_076968216.1;WP_235471379.1;WP_203060576.1;WP_138489258.1;WP_196584126.1;WP_008927335.1;WP_103409023.1;WP_005192143.1;WP_286299703.1
18	23	WP_288814154.1;WP_259076185.1;WP_056208234.1;WP_034986562.1;WP_114126599.1;WP_112770047.1;WP_053412387.1;WP_020935122.1;WP_016459309.1;WP_053412384.1;WP_016459312.1;WP_034986570.1;WP_288814161.1;WP_288814158.1;WP_134558663.1;WP_287777053.1;WP_104170451.1;WP_057867684.1;WP_056208230.1;WP_056208351.1;WP_237744763.1;WP_012731420.1;WP_219172607.1
19	23	WP_056977512.1;WP_055050360.1;WP_053512119.1;WP_216426759.1;WP_065108726.1;WP_062708053.1;WP_215703153.1;WP_160860740.1;WP_150705009.1;WP_169269645.1;WP_302446032.1;WP_155430823.1;WP_054202085.1;WP_279876182.1;WP_102161901.1;WP_089122467.1;WP_015571195.1;WP_002620799.1;WP_239852764.1;WP_309471330.1;WP_107739634.1;WP_129065099.1;WP_055050459.1
20	22	WP_164124693.1;WP_053315481.1;WP_005454180.1;WP_154621886.1;WP_007863788.1;WP_183595702.1;WP_153496579.1;WP_253577421.1;WP_275471299.1;WP_118907474.1;WP_153690860.1;WP_251547692.1;WP_237966565.1;WP_265724485.1;WP_032063640.1;WP_031444008.1;WP_283021142.1;WP_154621885.1;WP_021743597.1;WP_158362360.1;WP_153690861.1;WP_074897822.1
21	21	WP_041092200.1;WP_010516939.1;WP_004492026.1;WP_253287602.1;WP_280496274.1;WP_188491434.1;WP_046226363.1;WP_256821238.1;WP_201621692.1;WP_210464657.1;WP_005192138.1;WP_148601112.1;WP_270496349.1;WP_013096677.1;WP_256821233.1;WP_087820670.1;WP_002045365.1;WP_160860739.1;WP_054820531.1;WP_179425072.1;WP_058730364.1
22	18	WP_096636219.1;WP_058486221.1;WP_216437588.1;WP_239852762.1;WP_016323282.1;WP_215703156.1;WP_200810399.1;WP_216412523.1;WP_137771640.1;WP_216427199.1;WP_128749651.1;WP_077066418.1;WP_150843064.1;WP_026511164.1;WP_026765240.1;WP_188613130.1;WP_216449705.1;WP_267304090.1
23	18	WP_249324902.1;WP_079749000.1;WP_154216191.1;WP_275664150.1;WP_239930694.1;WP_249324903.1;WP_114808295.1;WP_072612521.1;WP_212684705.1;WP_140199838.1;WP_229628662.1;WP_078555105.1;WP_005494856.1;WP_079748999.1;WP_140126787.1;WP_230845215.1;WP_079749016.1
24	18	WP_184307804.1;WP_089865640.1;WP_059068105.1;WP_018213016.1;WP_275236522.1;WP_007286046.1;WP_034777659.1;WP_151142944.1;WP_208963721.1;WP_216449701.1;WP_211349827.1;WP_075717581.1;WP_286299706.1;WP_152280889.1;WP_016426116.1;WP_151142955.1;WP_043034279.1;WP_187292837.1
25	16	WP_153124707.1;WP_195210402.1;WP_091126149.1;WP_104529057.1;WP_288775306.1;WP_073768058.1;WP_058404837.1;WP_169308298.1;WP_022738900.1;WP_281095397.1;WP_243166377.1;WP_073188223.1;WP_115922226.1;WP_280748853.1;WP_033017947.1;WP_070190163.1
26	14	WP_227577313.1;WP_236603213.1;WP_227581089.1;WP_241306350.1;WP_249324891.1;WP_158607528.1;WP_107306840.1;WP_251577834.1;WP_045301658.1;WP_147901482.1;WP_114126488.1;WP_162346502.1;WP_025296353.1;WP_092714937.1
27	14	WP_233851221.1;WP_000146253.1;WP_091774500.1;WP_160860736.1;WP_133338949.1;WP_070139544.1;WP_051277039.1;WP_283597790.1;WP_241163553.1;WP_266068479.1;WP_046237063.1;WP_263950425.1;WP_008762247.1;WP_076707756.1
28	14	WP_272913473.1;WP_218560846.1;WP_259194604.1;WP_286996171.1;WP_254433784.1;WP_013344611.1;WP_235086277.1;WP_287946895.1;WP_134043833.1;WP_136862354.1;WP_248937394.1;WP_279774005.1;WP_130598023.1;WP_137225966.1
29	13	WP_151142937.1;WP_093750327.1;WP_216427201.1;WP_112181854.1;WP_118348378.1;WP_138608739.1;WP_216436164.1;WP_146067659.1;WP_002229566.1;WP_134558662.1;WP_074669502.1;WP_126496086.1;WP_063278848.1
30	13	WP_150373008.1;WP_146162300.1;WP_235827474.1;WP_035289160.1;WP_212507947.1;WP_088895425.1;WP_041790759.1;WP_267151298.1;WP_097776160.1;WP_244105809.1;WP_232233255.1;WP_117148206.1;WP_248293218.1
31	12	WP_042535429.1;WP_029071062.1;WP_014614362.1;WP_004636716.1;WP_144973285.1;WP_166010029.1;WP_000799053.1;WP_056961599.1;WP_126791236.1;WP_262950280.1;WP_061774147.1;WP_099301298.1
32	12	WP_207635232.1;WP_158097733.1;WP_021229115.1;WP_126305969.1;WP_080325734.1;WP_164242665.1;WP_110439091.1;WP_276544754.1;WP_172373865.1;WP_069479099.1;WP_015403654.1;WP_263964734.1
33	12	WP_089973737.1;WP_022172412.1;WP_009300952.1;WP_158362368.1;WP_076636899.1;WP_004456691.1;WP_224169136.1;WP_147607478.1;WP_149171483.1;WP_123220099.1;WP_021424756.1;WP_277257041.1
34	12	WP_130598022.1;WP_137225968.1;WP_116570074.1;WP_165565573.1;WP_150749391.1;WP_102507430.1;WP_279774003.1;WP_107174950.1;WP_248937395.1;WP_287946893.1;WP_239845578.1;WP_065108732.1
35	11	WP_075231163.1;WP_095478216.1;WP_077609850.1;WP_124235831.1;WP_111041720.1;WP_066186947.1;WP_002581376.1;WP_018154924.1;WP_046304951.1;WP_057867686.1;WP_208892810.1
36	11	WP_231818519.1;WP_110114267.1;WP_029113219.1;WP_038631991.1;WP_061225150.1;WP_003147802.1;WP_211326879.1;WP_168676482.1;WP_116570081.1;WP_003741794.1;WP_255867033.1
37	11	WP_009644140.1;WP_118511489.1;WP_071132223.1;WP_070598807.1;WP_090306990.1;WP_019138401.1;WP_019034445.1;WP_257480822.1;WP_026394577.1;WP_283408291.1;WP_084230218.1
38	11	WP_134114725.1;WP_011157838.1;WP_067742963.1;WP_004135467.1;WP_136321767.1;WP_283529774.1;WP_087198912.1;WP_112181848.1;WP_246905612.1;WP_277191284.1;WP_259988779.1
39	11	WP_188963091.1;WP_163920453.1;WP_069489605.1;WP_146110366.1;WP_052707871.1;WP_187513546.1;WP_012822430.1;WP_283597785.1;WP_001291086.1;WP_228457211.1;WP_199428738.1
40	10	WP_261622916.1;WP_231498528.1;WP_217673790.1;WP_059641712.1;WP_219258954.1;WP_212507945.1;WP_059703905.1;WP_217673791.1;WP_097006412.1;WP_264527867.1
41	10	WP_025491175.1;WP_203060583.1;WP_058404843.1;WP_078344355.1;WP_264930501.1;WP_008171588.1;WP_036151167.1;WP_159923968.1;WP_018154927.1;WP_232793423.1
42	10	WP_277720673.1;WP_003147804.1;WP_261623273.1;WP_060744379.1;WP_198866303.1;WP_208312097.1;WP_227621488.1;WP_063676226.1;WP_126192005.1;WP_027328751.1
43	10	WP_147900635.1;WP_284301926.1;WP_020935126.1;WP_091126153.1;WP_059382196.1;WP_286299697.1;WP_114126495.1;WP_066584015.1;WP_193615129.1;WP_142118877.1
44	10	WP_073182698.1;WP_023055222.1;WP_115621330.1;WP_287448947.1;WP_019138403.1;WP_068369646.1;WP_270779137.1;WP_086349981.1;WP_200805941.1;WP_089865636.1
45	10	WP_007286042.1;WP_044678142.1;WP_033170241.1;WP_288339505.1;WP_046226367.1;WP_035413409.1;WP_035916653.1;WP_118348377.1;WP_270368334.1;WP_185879876.1
46	10	WP_085468785.1;WP_268311250.1;WP_114523751.1;WP_134114736.1;WP_295099594.1;WP_255972679.1;WP_166639130.1;WP_210340458.1;WP_242006033.1;WP_024037431.1
47	10	WP_115643200.1;WP_196174553.1;WP_081101719.1;WP_237949076.1;WP_155745966.1;WP_155745965.1;WP_080428813.1;WP_140126627.1;WP_308222231.1;WP_235920263.1
48	9	WP_056977517.1;WP_013697865.1;WP_223289975.1;WP_155430822.1;WP_104617620.1;WP_013417058.1;WP_117582307.1;WP_128818697.1;WP_000128772.1
49	9	WP_058259205.1;WP_227581090.1;WP_069113099.1;WP_224575455.1;WP_066023545.1;WP_092715295.1;WP_008792640.1;WP_140126631.1;WP_045028835.1
50	9	WP_011623923.1;WP_101056885.1;WP_239845576.1;WP_005498794.1;WP_115137002.1;WP_130598020.1;WP_235086274.1;WP_137225973.1;WP_065108731.1
51	9	WP_244595115.1;WP_077416266.1;WP_107810488.1;WP_255178610.1;WP_218415132.1;WP_077416271.1;WP_123220097.1;WP_077416262.1;WP_082652184.1
52	9	WP_201711510.1;WP_015728889.1;WP_000681297.1;WP_126791241.1;WP_161832157.1;WP_255223440.1;WP_144973279.1;WP_096039490.1;WP_042535433.1
53	9	WP_051876280.1;WP_194556678.1;WP_012731417.1;WP_082313239.1;WP_006063839.1;WP_159923962.1;WP_259157639.1;WP_016459315.1;WP_112770044.1
54	9	WP_058486222.1;WP_276317172.1;WP_003395794.1;WP_058486223.1;WP_114307422.1;WP_262096327.1;WP_090845925.1;WP_003395795.1;WP_262096326.1
55	9	WP_017786637.1;WP_142118888.1;WP_002581374.1;WP_277151641.1;WP_000877476.1;WP_210727992.1;WP_135809304.1;WP_190934410.1;WP_066186954.1
56	9	WP_231665596.1;WP_274278416.1;WP_172425807.1;WP_061774135.1;WP_280953439.1;WP_166010033.1;WP_126791232.1;WP_188383865.1;WP_213301334.1
57	9	WP_101457419.1;WP_282036537.1;WP_029409565.1;WP_225969256.1;WP_096109640.1;WP_011667144.1;WP_020964501.1;WP_107739624.1;WP_045301337.1
58	9	WP_013027259.1;WP_058303789.1;WP_011078714.1;WP_283684258.1;WP_272479232.1;WP_067045715.1;WP_253287601.1;WP_158362374.1;WP_014553284.1
59	9	WP_102893822.1;WP_147900637.1;WP_243006826.1;WP_063676225.1;WP_127367253.1;WP_190934417.1;WP_258284089.1;WP_144759477.1;WP_284299223.1
60	9	WP_040515896.1;WP_239845574.1;WP_137225977.1;WP_065108729.1;WP_130598018.1;WP_287946888.1;WP_248937398.1;WP_088586708.1;WP_101053858.1
61	9	WP_055026255.1;WP_248937396.1;WP_130598021.1;WP_287946891.1;WP_235086276.1;WP_025888809.1;WP_011623924.1;WP_137225971.1;WP_239845577.1
62	9	WP_259289267.1;WP_016459310.1;WP_034986573.1;WP_049232934.1;WP_288814155.1;WP_195987799.1;WP_027422445.1;WP_012731423.1;WP_053412386.1
63	9	WP_073182693.1;WP_277261435.1;WP_023055193.1;WP_019138405.1;WP_084230213.1;WP_242232272.1;WP_070598804.1;WP_288866700.1;WP_068369658.1
64	9	WP_249243139.1;WP_283408290.1;WP_242911622.1;WP_186893551.1;WP_023055249.1;WP_294465086.1;WP_084230217.1;WP_004824693.1;WP_269746521.1
65	9	WP_062411616.1;WP_209796522.1;WP_039689762.1;WP_029072703.1;WP_072991506.1;WP_039664965.1;WP_314695620.1;WP_014956497.1;WP_071132221.1
