29	['WP_000813254.1']
30	['WP_000855537.1']
31	['WP_000863509.1']
32	['WP_000870845.1', 'WP_000870847.1']
33	['WP_000870847.1', 'WP_000870845.1']
34	['WP_000877476.1', 'WP_190934410.1', 'WP_135809304.1', 'WP_210727992.1', 'WP_277151641.1', 'WP_066186954.1', 'WP_002581374.1', 'WP_017786637.1', 'WP_142118888.1']
35	['WP_000936463.1']
36	['WP_000944877.1', 'WP_025624304.1', 'WP_263269252.1', 'WP_050536696.1', 'WP_024593201.1', 'WP_080660166.1', 'WP_161675182.1', 'WP_058404840.1', 'WP_032063641.1', 'WP_014598311.1', 'WP_199160675.1', 'WP_091195489.1', 'WP_133338953.1', 'WP_172791580.1', 'WP_048694382.1', 'WP_020618620.1', 'WP_265724497.1', 'WP_133711400.1', 'WP_100019021.1', 'WP_147611003.1', 'WP_275276080.1', 'WP_218415130.1', 'WP_212809880.1']
37	['WP_000971082.1']
38	['WP_000973912.1', 'WP_025381897.1', 'WP_014604972.1']
39	['WP_000980999.1']
40	['WP_001067905.1']
41	['WP_001086026.1']
42	['WP_001114075.1']
43	['WP_001117049.1']
44	['WP_001124529.1', 'WP_108678951.1', 'WP_180192836.1', 'WP_050536695.1', 'WP_060377961.1', 'WP_105514469.1', 'WP_058972176.1', 'WP_095088668.1', 'WP_003593223.1', 'WP_025632657.1', 'WP_060183778.1', 'WP_247503809.1', 'WP_128368701.1', 'WP_150578153.1', 'WP_262985347.1', 'WP_129147041.1']
45	['WP_001210016.1', 'WP_126791234.1', 'WP_096039489.1', 'WP_144973287.1', 'WP_112768276.1', 'WP_289585383.1', 'WP_166010031.1', 'WP_099301297.1', 'WP_161832155.1', 'WP_063284621.1', 'WP_054690611.1', 'WP_287882950.1', 'WP_031589647.1', 'WP_276650550.1', 'WP_058257944.1', 'WP_128749652.1', 'WP_027871029.1', 'WP_192838607.1', 'WP_058257943.1']
46	['WP_001215528.1', 'WP_186883461.1']
47	['WP_001224234.1']
48	['WP_001278970.1', 'WP_040000593.1']
49	['WP_001283813.1', 'WP_203060570.1']
50	['WP_001291086.1', 'WP_052707871.1', 'WP_163920453.1', 'WP_069489605.1', 'WP_187513546.1', 'WP_199428738.1', 'WP_283597785.1', 'WP_188963091.1', 'WP_012822430.1', 'WP_228457211.1', 'WP_146110366.1']
51	['WP_001397795.1']
52	['WP_001557523.1']
53	['WP_001696469.1', 'WP_199783930.1', 'WP_049134566.1']
54	['WP_001892734.1', 'WP_032476121.1', 'WP_108244027.1', 'WP_248317909.1', 'WP_196389727.1']
55	['WP_002010097.1']
56	['WP_002010102.1', 'WP_044307558.1', 'WP_098500338.1', 'WP_055229503.1', 'WP_098404382.1', 'WP_118511493.1', 'WP_069410482.1', 'WP_163920459.1', 'WP_098500445.1', 'WP_025579988.1', 'WP_133497624.1', 'WP_284137120.1', 'WP_074129936.1', 'WP_057385544.1', 'WP_139467120.1', 'WP_206610385.1', 'WP_128368701.1']
57	['WP_002045365.1', 'WP_201621692.1', 'WP_013096677.1', 'WP_004492026.1', 'WP_179425072.1', 'WP_270496349.1', 'WP_087820670.1', 'WP_010516939.1', 'WP_005192138.1', 'WP_253287602.1', 'WP_148601112.1', 'WP_058730364.1', 'WP_160860739.1', 'WP_046226363.1', 'WP_188491434.1', 'WP_210464657.1', 'WP_041092200.1', 'WP_256821233.1', 'WP_280496274.1', 'WP_054820531.1', 'WP_256821238.1']
58	['WP_002069069.1']
59	['WP_216436167.1', 'WP_027296016.1', 'WP_022131452.1', 'WP_002069079.1', 'WP_062411612.1', 'WP_044971498.1', 'WP_277872130.1', 'WP_186833986.1', 'WP_249297059.1', 'WP_226384432.1', 'WP_094690989.1', 'WP_273392959.1', 'WP_288977053.1', 'WP_033162328.1', 'WP_003395776.1', 'WP_021739282.1', 'WP_075572801.1', 'WP_068912483.1', 'WP_209658584.1', 'WP_150843058.1', 'WP_270779144.1', 'WP_090469876.1', 'WP_208312096.1', 'WP_050638176.1', 'WP_251547699.1', 'WP_277682705.1', 'WP_086107198.1', 'WP_042620406.1', 'WP_058270030.1', 'WP_062708047.1', 'WP_056320102.1', 'WP_216469911.1', 'WP_074624342.1', 'WP_087233450.1', 'WP_276962412.1', 'WP_025369554.1', 'WP_042588384.1', 'WP_270779143.1', 'WP_182434263.1', 'WP_013252081.1', 'WP_176763082.1', 'WP_174766918.1', 'WP_045247396.1', 'WP_173552969.1', 'WP_121247013.1', 'WP_046226362.1', 'WP_084936201.1', 'WP_177186673.1', 'WP_029200546.1', 'WP_251348651.1', 'WP_216459699.1', 'WP_017127880.1', 'WP_025766635.1', 'WP_054739744.1', 'WP_242232276.1', 'WP_173552970.1', 'WP_216427203.1', 'WP_184659144.1', 'WP_198014874.1', 'WP_105715754.1', 'WP_216427205.1', 'WP_278700574.1', 'WP_002703984.1', 'WP_058052819.1', 'WP_188380549.1', 'WP_209658588.1', 'WP_115621324.1', 'WP_057507824.1', 'WP_188380548.1', 'WP_245528906.1', 'WP_138226655.1', 'WP_040051286.1', 'WP_005814577.1']
60	['WP_002204061.1']
61	['WP_002204066.1', 'WP_207767811.1', 'WP_035413115.1', 'WP_027956366.1', 'WP_229718007.1', 'WP_066186957.1', 'WP_096514471.1', 'WP_047071619.1', 'WP_216449700.1', 'WP_064079682.1', 'WP_106654402.1', 'WP_126069228.1', 'WP_000792719.1', 'WP_070927948.1', 'WP_157375192.1', 'WP_273392966.1', 'WP_240974866.1', 'WP_054820530.1', 'WP_069479100.1']
62	['WP_002219151.1']
63	['WP_002229563.1', 'WP_276981494.1', 'WP_112181853.1']
64	['WP_002229566.1']
65	['WP_002241500.1']
66	['WP_002323245.1']
67	['WP_002454454.1']
68	['WP_002472124.1']
69	['WP_002472408.1']
70	['WP_002502290.1']
71	['WP_002559006.1']
72	['WP_002581373.1']
73	['WP_002581374.1', 'WP_066186954.1', 'WP_142118888.1', 'WP_277151641.1', 'WP_135809304.1', 'WP_000877476.1', 'WP_017786637.1', 'WP_210727992.1', 'WP_190934410.1']
74	['WP_002581376.1', 'WP_018154924.1']
75	['WP_002581379.1']
76	['WP_002581383.1', 'WP_041092204.1', 'WP_128994747.1']
77	['WP_002588849.1']
78	['WP_002588850.1']
79	['WP_002588853.1']
80	['WP_002588855.1']
81	['WP_002588856.1']
82	['WP_002588858.1']
83	['WP_002588859.1']
84	['WP_002620793.1']
85	['WP_002620794.1']
86	['WP_002620796.1']
87	['WP_002620798.1']
88	['WP_002620799.1', 'WP_055050360.1', 'WP_055050459.1', 'WP_160860740.1', 'WP_239852764.1', 'WP_150705009.1', 'WP_054202085.1', 'WP_309471330.1', 'WP_089122467.1', 'WP_155430823.1', 'WP_107739634.1', 'WP_065108726.1', 'WP_015571195.1', 'WP_129065099.1', 'WP_053512119.1', 'WP_169269645.1', 'WP_102161901.1', 'WP_056977512.1', 'WP_215703153.1', 'WP_062708053.1', 'WP_279876182.1', 'WP_216426759.1', 'WP_302446032.1']
89	['WP_002620800.1']
90	['WP_002620801.1']
91	['WP_002703975.1']
92	['WP_002703976.1', 'WP_169170029.1']
93	['WP_002703977.1', 'WP_069531235.1', 'WP_086368208.1', 'WP_006596390.1']
94	['WP_002703981.1']
95	['WP_002703982.1', 'WP_008704062.1', 'WP_283408292.1']
96	['WP_002703984.1', 'WP_198014874.1', 'WP_216459699.1', 'WP_216427205.1', 'WP_025766635.1', 'WP_173552970.1', 'WP_202033094.1', 'WP_173552969.1', 'WP_003395774.1', 'WP_074685724.1', 'WP_216469474.1', 'WP_121440120.1', 'WP_191362821.1', 'WP_209658586.1', 'WP_003128293.1', 'WP_118689455.1', 'WP_021739283.1', 'WP_233851217.1', 'WP_009892804.1', 'WP_208312095.1', 'WP_027296017.1', 'WP_003864100.1', 'WP_216436166.1', 'WP_105715749.1', 'WP_287364751.1', 'WP_277255243.1', 'WP_226384433.1', 'WP_062411610.1', 'WP_277682704.1', 'WP_014551821.1', 'WP_288977055.1', 'WP_075572800.1', 'WP_033162327.1', 'WP_273392956.1', 'WP_094690990.1', 'WP_090469873.1', 'WP_074624341.1', 'WP_186833985.1', 'WP_069154288.1', 'WP_118507859.1', 'WP_042588383.1', 'WP_062708050.1', 'WP_251547701.1', 'WP_094754387.1', 'WP_086107197.1', 'WP_058270031.1', 'WP_092714925.1', 'WP_056320104.1', 'WP_162148285.1', 'WP_050638177.1', 'WP_090845917.1', 'WP_056208220.1', 'WP_157964929.1', 'WP_197931111.1', 'WP_094690989.1', 'WP_046226362.1', 'WP_075572801.1', 'WP_186833986.1', 'WP_027296016.1', 'WP_276962412.1', 'WP_062411612.1', 'WP_216436167.1', 'WP_277682705.1', 'WP_074624342.1', 'WP_022131452.1', 'WP_033162328.1', 'WP_226384432.1', 'WP_058270030.1', 'WP_251547699.1', 'WP_086107198.1', 'WP_209658584.1', 'WP_044971498.1', 'WP_288977053.1', 'WP_068912483.1', 'WP_003395776.1', 'WP_277872130.1', 'WP_208312096.1', 'WP_270779143.1', 'WP_062708047.1', 'WP_273392959.1', 'WP_090469876.1', 'WP_013252081.1', 'WP_249297059.1', 'WP_002069079.1', 'WP_242232276.1', 'WP_270779144.1', 'WP_182434263.1', 'WP_176763082.1', 'WP_090981505.1', 'WP_105715754.1', 'WP_087233450.1', 'WP_050638176.1', 'WP_021739282.1', 'WP_029200546.1', 'WP_216427203.1', 'WP_150843058.1', 'WP_177186673.1', 'WP_025369554.1', 'WP_216469911.1', 'WP_042588384.1', 'WP_121247013.1', 'WP_017127880.1', 'WP_278700574.1', 'WP_056320102.1', 'WP_045247396.1', 'WP_184659144.1', 'WP_054739744.1', 'WP_084936201.1', 'WP_042620406.1', 'WP_049895777.1', 'WP_188380549.1', 'WP_058052819.1', 'WP_174766918.1', 'WP_245528906.1', 'WP_057507824.1', 'WP_209658588.1', 'WP_115621324.1', 'WP_188380548.1']
97	['WP_002703986.1']
98	['WP_002725285.1', 'WP_065076686.1']
99	['WP_002835111.1', 'WP_019189572.1']
100	['WP_002837118.1', 'WP_068472469.1', 'WP_288554191.1']
101	['WP_002837167.1']
102	['WP_002837173.1', 'WP_068472469.1', 'WP_288554191.1', 'WP_186893549.1']
103	['WP_002837273.1', 'WP_068472467.1', 'WP_036834490.1', 'WP_003184708.1', 'WP_170187004.1']
104	['WP_002837285.1']
105	['WP_002837316.1']
106	['WP_002861279.1']
107	['WP_002861281.1', 'WP_110098893.1', 'WP_283682519.1', 'WP_260964562.1']
108	['WP_002914145.1', 'WP_009644059.1', 'WP_071132217.1', 'WP_153496580.1']
109	['WP_002940881.1']
110	['WP_002963249.1', 'WP_221638536.1']
111	['WP_003022996.1']
112	['WP_003022998.1']
113	['WP_003023000.1', 'WP_101299007.1', 'WP_013063558.1']
114	['WP_003023002.1', 'WP_101299005.1', 'WP_030148022.1', 'WP_013063360.1']
115	['WP_003023006.1', 'WP_156060469.1', 'WP_205149969.1', 'WP_149764845.1', 'WP_101036765.1', 'WP_019260462.1', 'WP_014821708.1']
116	['WP_003085431.1']
117	['WP_003085453.1']
118	['WP_003090863.1']
119	['WP_003098363.1']
120	['WP_003114150.1']
121	['WP_003114780.1']
122	['WP_003123050.1']
123	['WP_003128293.1', 'WP_021739283.1', 'WP_003395774.1', 'WP_074685724.1', 'WP_121440120.1', 'WP_216469474.1', 'WP_118689455.1', 'WP_209658586.1', 'WP_002703984.1', 'WP_191362821.1', 'WP_208312095.1', 'WP_027296017.1', 'WP_069410453.1', 'WP_050638177.1', 'WP_233851217.1', 'WP_025766635.1', 'WP_277255243.1', 'WP_009892804.1', 'WP_216436166.1', 'WP_216427205.1', 'WP_216459699.1', 'WP_202033094.1', 'WP_074624341.1', 'WP_003864100.1', 'WP_042588383.1', 'WP_273392956.1', 'WP_118507859.1', 'WP_173552970.1', 'WP_033162327.1', 'WP_226384433.1', 'WP_062411610.1', 'WP_105715749.1', 'WP_288977055.1', 'WP_277682704.1', 'WP_251348651.1', 'WP_287364751.1', 'WP_014551821.1', 'WP_094690990.1', 'WP_069154288.1', 'WP_062708050.1', 'WP_075572800.1', 'WP_186833985.1', 'WP_090469873.1', 'WP_092714925.1', 'WP_094754387.1', 'WP_251547701.1', 'WP_056320104.1', 'WP_086107197.1', 'WP_090845917.1', 'WP_058270031.1', 'WP_162148285.1', 'WP_056208220.1', 'WP_157964929.1', 'WP_289914738.1', 'WP_197931111.1', 'WP_173552969.1', 'WP_289914736.1', 'WP_090981505.1', 'WP_198014874.1', 'WP_049895777.1']
124	['WP_003131387.1', 'WP_268913334.1', 'WP_021638601.1', 'WP_003641868.1', 'WP_056996562.1', 'WP_058303225.1', 'WP_216426765.1', 'WP_027956366.1']
125	['WP_003147799.1']
126	['WP_003147800.1']
127	['WP_003147802.1', 'WP_116570081.1', 'WP_255867033.1', 'WP_038631991.1', 'WP_231818519.1', 'WP_003741794.1', 'WP_061225150.1', 'WP_110114267.1', 'WP_029113219.1', 'WP_211326879.1', 'WP_168676482.1']
128	['WP_003147804.1', 'WP_126192005.1', 'WP_198866303.1', 'WP_208312097.1', 'WP_027328751.1', 'WP_227621488.1']
129	['WP_003147806.1']
130	['WP_003147807.1', 'WP_010376435.1', 'WP_009377308.1']
131	['WP_003147808.1', 'WP_039446515.1']
132	['WP_003159543.1', 'WP_038428494.1']
133	['WP_003177201.1', 'WP_022360642.1', 'WP_191017054.1', 'WP_006074250.1', 'WP_003250679.1', 'WP_024465777.1', 'WP_057720860.1']
134	['WP_003184707.1']
135	['WP_003184708.1', 'WP_036834490.1', 'WP_068472467.1', 'WP_002837273.1', 'WP_170187004.1']
136	['WP_003186278.1']
137	['WP_003248145.1']
138	['WP_003250679.1', 'WP_006074250.1', 'WP_191017054.1', 'WP_022360642.1', 'WP_003177201.1', 'WP_024465777.1', 'WP_057720860.1']
139	['WP_003250681.1']
140	['WP_003281953.1', 'WP_271470261.1']
141	['WP_003281955.1']
142	['WP_003359501.1']
143	['WP_003359503.1']
144	['WP_003364227.1']
145	['WP_003364229.1', 'WP_063545402.1']
146	['WP_003364230.1']
147	['WP_003364232.1']
148	['WP_003364237.1']
149	['WP_003364240.1']
150	['WP_003385451.1', 'WP_286716153.1']
151	['WP_003395772.1', 'WP_283926972.1', 'WP_124235832.1']
152	['WP_003395774.1', 'WP_121440120.1', 'WP_216469474.1', 'WP_209658586.1', 'WP_094754387.1', 'WP_118689455.1', 'WP_191362821.1', 'WP_074685724.1', 'WP_003128293.1', 'WP_002703984.1', 'WP_056320104.1', 'WP_021739283.1', 'WP_233851217.1', 'WP_009892804.1', 'WP_202033094.1', 'WP_050638177.1', 'WP_208312095.1', 'WP_027296017.1', 'WP_287364751.1', 'WP_069410453.1', 'WP_003864100.1', 'WP_025766635.1', 'WP_042588383.1', 'WP_216436166.1', 'WP_251348651.1', 'WP_277255243.1', 'WP_173552970.1', 'WP_105715749.1', 'WP_062411610.1', 'WP_094690990.1', 'WP_074624341.1', 'WP_288977055.1', 'WP_216459699.1', 'WP_118507859.1', 'WP_033162327.1', 'WP_277682704.1', 'WP_090469873.1', 'WP_273392956.1', 'WP_216427205.1', 'WP_226384433.1', 'WP_186833985.1', 'WP_075572800.1', 'WP_069154288.1', 'WP_014551821.1', 'WP_062708050.1', 'WP_092714925.1', 'WP_090845917.1', 'WP_251547701.1', 'WP_162148285.1', 'WP_058270031.1', 'WP_086107197.1', 'WP_056208220.1', 'WP_197931111.1', 'WP_289914738.1', 'WP_157964929.1', 'WP_173552969.1', 'WP_289914736.1', 'WP_198014874.1', 'WP_281095403.1', 'WP_049895777.1']
153	['WP_003395776.1', 'WP_216436167.1', 'WP_027296016.1', 'WP_022131452.1', 'WP_249297059.1', 'WP_068912483.1', 'WP_044971498.1', 'WP_062411612.1', 'WP_226384432.1', 'WP_186833986.1', 'WP_277872130.1', 'WP_273392959.1', 'WP_094690989.1', 'WP_288977053.1', 'WP_150843058.1', 'WP_033162328.1', 'WP_021739282.1', 'WP_075572801.1', 'WP_209658584.1', 'WP_270779144.1', 'WP_090469876.1', 'WP_002069079.1', 'WP_050638176.1', 'WP_208312096.1', 'WP_277682705.1', 'WP_251547699.1', 'WP_042620406.1', 'WP_058270030.1', 'WP_086107198.1', 'WP_062708047.1', 'WP_216469911.1', 'WP_056320102.1', 'WP_087233450.1', 'WP_042588384.1', 'WP_276962412.1', 'WP_270779143.1', 'WP_074624342.1', 'WP_013252081.1', 'WP_025369554.1', 'WP_176763082.1', 'WP_182434263.1', 'WP_174766918.1', 'WP_045247396.1', 'WP_121247013.1', 'WP_173552969.1', 'WP_046226362.1', 'WP_029200546.1', 'WP_177186673.1', 'WP_084936201.1', 'WP_216459699.1', 'WP_025766635.1', 'WP_251348651.1', 'WP_054739744.1', 'WP_242232276.1', 'WP_216427203.1', 'WP_184659144.1', 'WP_173552970.1', 'WP_105715754.1', 'WP_216427205.1', 'WP_017127880.1', 'WP_002703984.1', 'WP_278700574.1', 'WP_198014874.1', 'WP_058052819.1', 'WP_188380549.1', 'WP_209658588.1', 'WP_115621324.1', 'WP_057507824.1', 'WP_188380548.1', 'WP_245528906.1', 'WP_138226655.1', 'WP_040051286.1', 'WP_005814577.1']
154	['WP_003395779.1']
155	['WP_003395792.1']
156	['WP_003395793.1', 'WP_101355393.1', 'WP_090845976.1', 'WP_262096328.1', 'WP_005764692.1', 'WP_013096678.1']
157	['WP_003395794.1', 'WP_262096327.1', 'WP_058486223.1', 'WP_276317172.1', 'WP_003395795.1', 'WP_262096326.1', 'WP_058486222.1']
158	['WP_003395795.1', 'WP_262096326.1', 'WP_114307422.1', 'WP_058486222.1']
159	['WP_003420397.1', 'WP_180043202.1']
160	['WP_003454641.1', 'WP_061428429.1']
161	['WP_003454642.1', 'WP_090981498.1', 'WP_170187001.1', 'WP_086349986.1', 'WP_243115500.1', 'WP_242446297.1']
162	['WP_003455003.1']
163	['WP_003457165.1', 'WP_061428431.1', 'WP_058991908.1']
164	['WP_003457183.1', 'WP_036151169.1']
165	['WP_003469096.1', 'WP_061428425.1']
166	['WP_003476537.1']
167	['WP_003479831.1', 'WP_061310510.1']
168	['WP_003539352.1', 'WP_224169138.1', 'WP_287777056.1', 'WP_108252345.1']
169	['WP_003539353.1']
170	['WP_003539380.1', 'WP_287946887.1']
171	['WP_003539387.1']
172	['WP_003593214.1']
173	['WP_003593216.1', 'WP_073768066.1', 'WP_060748366.1', 'WP_207636940.1', 'WP_277255244.1', 'WP_060250407.1']
174	['WP_003593217.1']
175	['WP_003593223.1', 'WP_108678951.1', 'WP_180192836.1', 'WP_060377961.1', 'WP_095088668.1', 'WP_105514469.1', 'WP_050536695.1', 'WP_058972176.1', 'WP_060183778.1', 'WP_025632657.1', 'WP_001124529.1', 'WP_247503809.1', 'WP_128368701.1', 'WP_025579988.1', 'WP_129147041.1']
176	['WP_003593224.1']
177	['WP_003593226.1']
178	['WP_003640880.1', 'WP_077862705.1', 'WP_051393823.1', 'WP_185847384.1', 'WP_042535437.1', 'WP_014614367.1', 'WP_157738480.1']
179	['WP_003641863.1']
180	['WP_003641864.1', 'WP_009377310.1', 'WP_195993814.1', 'WP_121247007.1', 'WP_243769858.1']
181	['WP_003641868.1', 'WP_021638601.1', 'WP_268913334.1', 'WP_056996562.1', 'WP_003131387.1', 'WP_058303225.1', 'WP_216426765.1']
182	['WP_003646406.1']
183	['WP_003646408.1', 'WP_076362844.1', 'WP_115922228.1']
184	['WP_003687624.1']
185	['WP_003690747.1']
186	['WP_003724157.1']
187	['WP_003726662.1', 'WP_185424606.1', 'WP_188380546.1']
188	['WP_003726663.1', 'WP_036089547.1']
189	['WP_003741794.1', 'WP_038631991.1', 'WP_231818519.1', 'WP_061225150.1', 'WP_003147802.1', 'WP_255867033.1', 'WP_110114267.1', 'WP_211326879.1', 'WP_116570081.1', 'WP_029113219.1', 'WP_168676482.1']
190	['WP_003774066.1', 'WP_195993819.1']
191	['WP_003856080.1']
192	['WP_003856083.1', 'WP_267151295.1']
193	['WP_003856097.1', 'WP_279056253.1']
194	['WP_003858848.1']
195	['WP_186833985.1', 'WP_003864100.1', 'WP_027296017.1', 'WP_033162327.1', 'WP_062411610.1', 'WP_075572800.1', 'WP_216436166.1', 'WP_277682704.1', 'WP_062708050.1', 'WP_277255243.1', 'WP_090469873.1', 'WP_069154288.1', 'WP_251547701.1', 'WP_288977055.1', 'WP_273392956.1', 'WP_118507859.1', 'WP_074624341.1', 'WP_086107197.1', 'WP_058270031.1', 'WP_094690990.1', 'WP_226384433.1', 'WP_090845917.1', 'WP_162148285.1', 'WP_216459699.1', 'WP_003395774.1', 'WP_121440120.1', 'WP_191362821.1', 'WP_118689455.1', 'WP_002703984.1', 'WP_069410453.1', 'WP_025766635.1', 'WP_105715749.1', 'WP_216427205.1', 'WP_216469474.1', 'WP_209658586.1', 'WP_056208220.1', 'WP_251348651.1', 'WP_074685724.1', 'WP_056320104.1', 'WP_173552970.1', 'WP_233851217.1', 'WP_009892804.1', 'WP_202033094.1', 'WP_003128293.1', 'WP_287364751.1', 'WP_021739283.1', 'WP_014551821.1', 'WP_208312095.1', 'WP_092714925.1', 'WP_050638177.1', 'WP_197931111.1', 'WP_289914736.1', 'WP_157964929.1', 'WP_173552969.1', 'WP_042588383.1', 'WP_289914738.1', 'WP_094754387.1', 'WP_198014874.1', 'WP_049895777.1']
196	['WP_003965982.1', 'WP_075572803.1']
197	['WP_004075321.1', 'WP_062708037.1', 'WP_165062477.1', 'WP_022748993.1', 'WP_215690634.1', 'WP_010357138.1', 'WP_186969064.1', 'WP_304502800.1', 'WP_071428924.1', 'WP_209658573.1', 'WP_022220797.1', 'WP_070190168.1', 'WP_185424602.1', 'WP_015403655.1', 'WP_188543791.1', 'WP_088109651.1', 'WP_161832153.1', 'WP_155172631.1', 'WP_008373161.1', 'WP_216449704.1', 'WP_071379580.1', 'WP_117920853.1', 'WP_228416885.1', 'WP_172373863.1', 'WP_226883344.1', 'WP_044971366.1', 'WP_144759474.1', 'WP_006597930.1', 'WP_021430486.1', 'WP_055332575.1', 'WP_082629885.1', 'WP_151142950.1', 'WP_121252866.1', 'WP_282007129.1', 'WP_278700572.1', 'WP_259194598.1', 'WP_283529784.1', 'WP_137067105.1', 'WP_168265502.1', 'WP_184307802.1', 'WP_136323994.1', 'WP_276962406.1', 'WP_184307800.1', 'WP_096636217.1', 'WP_169170035.1', 'WP_021229655.1', 'WP_135848832.1', 'WP_256772434.1', 'WP_263964735.1', 'WP_011461395.1', 'WP_004075331.1', 'WP_018213018.1', 'WP_093750325.1', 'WP_153496582.1', 'WP_039446506.1', 'WP_057904183.1', 'WP_011461397.1', 'WP_151142953.1', 'WP_084852846.1', 'WP_007049814.1', 'WP_075671290.1', 'WP_018213017.1', 'WP_011461396.1', 'WP_132091032.1', 'WP_057904184.1', 'WP_067857654.1', 'WP_255405458.1', 'WP_164052324.1', 'WP_157728096.1', 'WP_072991493.1', 'WP_020390622.1', 'WP_101299000.1', 'WP_075671296.1', 'WP_176764351.1', 'WP_172173666.1', 'WP_077416258.1', 'WP_204474859.1', 'WP_020390621.1', 'WP_105851541.1', 'WP_186055034.1', 'WP_258256494.1']
198	['WP_004075328.1']
199	['WP_004075330.1']
